promotion,bouts,fighters,mean_rating,median_rating,p75_rating,vs_ufc,ratable
NXT,1,2,-0.0154,-0.0154,0.151,-0.4921,False
Fusion Fight Night Series,20,35,-0.0168,-0.0724,0.3374,-0.4935,False
Pantanal Esporte e Lazer,2,4,-0.0168,0.2083,0.2839,-0.4935,False
FSG,2,4,-0.0173,-0.2942,0.0309,-0.494,False
Mosley Showdown Promotions,1,2,-0.0175,-0.0175,0.1555,-0.4942,False
Genesis Promotion,2,4,-0.0176,-0.0453,0.2796,-0.4943,False
Maximun Fight MMA,1,2,-0.0177,-0.0177,0.1479,-0.4944,False
Almeida Bros MMA,1,2,-0.0177,-0.0177,0.1479,-0.4944,False
BC,10,16,-0.0185,0.0587,0.3663,-0.4952,False
MWC,1,2,-0.0198,-0.0198,0.154,-0.4965,False
Pancrase,8,11,-0.0199,-0.0643,0.1674,-0.4966,False
Spartan Fight,4,7,-0.0204,0.0229,0.1947,-0.4971,False
Virtus MMA,3,5,-0.0205,-0.1993,0.2255,-0.4972,False
M-1 Global / Angel Fight Promotions,3,6,-0.0208,-0.038,0.2013,-0.4975,False
Most Valuable Promotions,1,2,-0.021,-0.021,0.1435,-0.4977,False
Disorderly Conduct,7,11,-0.0212,0.2496,0.3849,-0.4979,False
Smash,2,3,-0.0217,0.0225,0.4258,-0.4984,False
EC,19,28,-0.0218,0.1633,0.5473,-0.4985,False
MFN,3,6,-0.0222,-0.0223,0.1261,-0.4989,False
M-1 Selection,5,8,-0.0227,-0.1255,0.3513,-0.4994,False
LOP,1,2,-0.0232,-0.0232,0.2032,-0.4999,False
UNF,17,22,-0.0239,-0.0463,0.1884,-0.5006,False
RW,10,12,-0.024,-0.0426,0.2922,-0.5007,False
TFL,9,12,-0.0253,-0.1254,0.2242,-0.502,False
Shamrock,4,7,-0.0258,-0.284,0.4109,-0.5025,False
Hybrid,3,6,-0.0259,-0.0285,0.1202,-0.5026,False
Arena Fighting Garage,1,2,-0.0261,-0.0261,0.0323,-0.5028,False
NCE,7,11,-0.0263,-0.066,0.5043,-0.503,False
CFK,9,17,-0.0265,-0.0184,0.3222,-0.5032,False
German Cage Pioneer,8,13,-0.0275,-0.0312,0.327,-0.5042,False
Fight Time Promotions,1,2,-0.028,-0.028,0.1486,-0.5047,False
MaxPain,1,2,-0.0285,-0.0285,0.1334,-0.5052,False
2H2H,1,2,-0.0286,-0.0286,0.1483,-0.5053,False
Lions,2,4,-0.0287,-0.1239,0.1714,-0.5054,False
Honor Combat Series,1,2,-0.029,-0.029,0.2116,-0.5057,False
FOP,2,3,-0.0291,0.0116,0.0331,-0.5058,False
K-1 HERO'S,2,4,-0.0303,-0.1448,0.1527,-0.507,False
COGA,12,15,-0.0308,-0.278,0.7486,-0.5075,False
Maxxx Fight,1,2,-0.0312,-0.0312,0.2724,-0.5079,False
ECC,5,9,-0.0316,0.043,0.4677,-0.5083,False
Cage Gods,1,2,-0.0326,-0.0326,0.1279,-0.5093,False
PLMMA 26 Extra,1,2,-0.0326,-0.0326,0.1279,-0.5093,False
Predador,2,3,-0.0336,-0.0514,0.0586,-0.5103,False
VRMMA,1,2,-0.0339,-0.0339,0.2224,-0.5106,False
Mannheimer Hafenkeilerei,1,2,-0.0343,-0.0343,0.046,-0.511,False
Fightstar,4,6,-0.0347,0.064,0.1,-0.5114,False
URCC,3,6,-0.0349,-0.1884,0.213,-0.5116,False
RIR,3,5,-0.0349,-0.5295,0.6111,-0.5116,False
Maxline League,1,2,-0.0349,-0.0349,0.1248,-0.5116,False
SLMMA,1,2,-0.0351,-0.0351,0.1246,-0.5118,False
Era VIP Promotion,1,2,-0.0351,-0.0351,0.1246,-0.5118,False
V Combat,1,2,-0.0351,-0.0351,0.1246,-0.5118,False
Hermandad K-1,1,2,-0.0353,-0.0353,0.1243,-0.512,False
XGP,1,2,-0.0353,-0.0353,0.1243,-0.512,False
Brabos Combat,3,4,-0.0354,-0.2884,0.1849,-0.5121,False
CAVEMMA,3,5,-0.0356,0.0042,0.2826,-0.5123,False
Ultimate Sanda Fighter,1,2,-0.0364,-0.0364,0.1229,-0.5131,False
Atlas Fights,1,2,-0.0368,-0.0368,0.1223,-0.5135,False
AE,1,2,-0.0368,-0.0368,0.1223,-0.5135,False
Champ Enterprises,1,2,-0.0368,-0.0368,0.1223,-0.5135,False
PCB MMA,1,2,-0.0368,-0.0368,0.1223,-0.5135,False
FNF,8,12,-0.0368,-0.0028,0.1526,-0.5135,False
Legacy Nightlyfe,3,6,-0.0369,-0.1284,0.4344,-0.5136,False
Aries Fight Series,1,2,-0.0372,-0.0372,0.1426,-0.5139,False
Caged Aggression,30,38,-0.0372,0.0167,0.5337,-0.5139,True
JFC,3,6,-0.0374,-0.0337,0.3859,-0.5141,False
MMA Galla,4,7,-0.0382,0.1139,0.3921,-0.5149,False
Aftermath Combat Sports,2,4,-0.0383,-0.1025,0.3761,-0.515,False
FMMAF,6,10,-0.0384,-0.0313,0.1911,-0.5151,False
FS,2,4,-0.0389,0.1561,0.2551,-0.5156,False
LTF,2,4,-0.0389,-0.1506,0.1415,-0.5156,False
IAF,19,27,-0.039,-0.1621,0.3653,-0.5157,False
AC,7,11,-0.0394,-0.0622,0.3273,-0.5161,False
Arena Global,17,29,-0.0413,0.0995,0.5319,-0.518,False
KWF MMA,1,2,-0.042,-0.042,0.2719,-0.5187,False
GKO,8,12,-0.0427,0.0132,0.1537,-0.5194,False
XFMMA,4,7,-0.0431,0.0724,0.4216,-0.5198,False
XF,2,4,-0.0434,-0.1121,0.186,-0.5201,False
Shooto Sweden,1,2,-0.0434,-0.0434,-0.0159,-0.5201,False
Rio Fight,4,5,-0.0438,0.0265,0.0608,-0.5205,False
Pitbull Fighting Championship,5,6,-0.0438,-0.4354,0.4434,-0.5205,False
RA,4,6,-0.0439,-0.1642,0.4967,-0.5206,False
SFFN,3,6,-0.0439,0.1718,0.5029,-0.5206,False
OFC 57 X MFP,1,2,-0.0443,-0.0443,0.1123,-0.521,False
Xtreme Fight Fitness,1,2,-0.0443,-0.0443,0.1123,-0.521,False
Fire Fight,2,4,-0.0444,-0.0609,0.3703,-0.5211,False
Fight Club Arena,1,2,-0.0449,-0.0449,0.1114,-0.5216,False
CA Fight Syndicate,1,2,-0.0454,-0.0454,0.1372,-0.5221,False
M-1 Belarus,1,2,-0.0458,-0.0458,0.137,-0.5225,False
Fitness Life Balakovo,1,2,-0.0459,-0.0459,0.11,-0.5226,False
SSS,1,2,-0.0459,-0.0459,0.11,-0.5226,False
Horsepower Promotions,1,2,-0.046,-0.046,0.1369,-0.5227,False
Middle East Fighting Championship,7,11,-0.0466,-0.2241,0.2438,-0.5233,False
Phoenix MMA UK,2,4,-0.0468,0.4138,0.4717,-0.5235,False
Inhumas Fight Championship,2,4,-0.0472,-0.0211,0.5143,-0.5239,False
Impact MMA,3,6,-0.0482,-0.0674,0.2805,-0.5249,False
CWB FIGHT LEAGUE,1,2,-0.0484,-0.0484,0.3048,-0.5251,False
ShoXC,1,2,-0.0484,-0.0484,-0.0176,-0.5251,False
MMA Cup,1,2,-0.0492,-0.0492,0.0147,-0.5259,False
PC MMA,8,11,-0.0495,0.032,0.1346,-0.5262,False
DSFN,1,2,-0.0499,-0.0499,0.1343,-0.5266,False
Gladiator Challenge,32,43,-0.0499,-0.206,0.2009,-0.5266,True
SAF Combat,1,2,-0.0499,-0.0499,0.1343,-0.5266,False
Man of War Fighting Championship,1,2,-0.0501,-0.0501,0.1342,-0.5268,False
SMMAC,2,4,-0.0512,-0.1373,0.1517,-0.5279,False
WC,1,2,-0.0513,-0.0513,0.202,-0.528,False
NW,1,2,-0.0523,-0.0523,0.1327,-0.529,False
GMA,3,5,-0.0528,-0.278,0.294,-0.5295,False
Time to Shine,3,6,-0.0532,0.006,0.2486,-0.5299,False
Rumble Time Promotions,1,2,-0.0557,-0.0557,0.097,-0.5324,False
Torment,1,2,-0.0557,-0.0557,0.0969,-0.5324,False
Iron Fist Fight Club,1,2,-0.0557,-0.0557,0.0969,-0.5324,False
Fight in the West,3,5,-0.0557,-0.1019,0.1297,-0.5324,False
COH,1,2,-0.0557,-0.0557,0.097,-0.5324,False
AMC Fight Nights Global,1,2,-0.0562,-0.0562,0.2844,-0.5329,False
ASC,3,6,-0.0563,-0.0725,0.1496,-0.533,False
Tru Rev MMA,27,29,-0.057,0.1943,0.3731,-0.5337,True
UPL,2,4,-0.0571,0.0457,0.4813,-0.5338,False
SFL 46 / CageSport,1,2,-0.0594,-0.0594,0.0025,-0.5361,False
TFP,1,2,-0.0609,-0.0609,0.1271,-0.5376,False
Super Pitbull Combat Mae do Rio,1,2,-0.0609,-0.0609,0.1271,-0.5376,False
Vtx Fight Combat,1,2,-0.0609,-0.0609,0.1271,-0.5376,False
FKS,1,2,-0.0609,-0.0609,0.1271,-0.5376,False
Martins Competition,1,2,-0.0621,-0.0621,0.0884,-0.5388,False
WNC,1,2,-0.0621,-0.0621,0.0884,-0.5388,False
LC,1,2,-0.0632,-0.0632,0.0869,-0.5399,False
X Fight,3,6,-0.0659,-0.0523,0.3358,-0.5426,False
Fit Centrum,1,2,-0.066,-0.066,0.0831,-0.5427,False
Southern Indiana Combat Production,1,2,-0.0664,-0.0664,0.0826,-0.5431,False
Griggs Entertainment,2,3,-0.0664,-0.0664,0.2316,-0.5431,False
UFN,3,6,-0.0668,-0.1627,0.1099,-0.5435,False
RXF,9,12,-0.0673,-0.2639,0.701,-0.544,False
Pahlevan SFC,1,2,-0.0679,-0.0679,0.0807,-0.5446,False
IRIC,1,2,-0.0679,-0.0679,0.0807,-0.5446,False
Iran Fighting Championship,1,2,-0.0679,-0.0679,0.0807,-0.5446,False
PBFN,2,4,-0.0679,-0.0155,0.0608,-0.5446,False
FightForce,1,2,-0.0681,-0.0681,0.1224,-0.5448,False
Tempel Fight School,1,2,-0.0684,-0.0684,0.1825,-0.5451,False
First Fighting Championship,2,4,-0.0685,-0.2475,0.016,-0.5452,False
FM,2,4,-0.0688,-0.3001,0.0039,-0.5455,False
FNFC,2,4,-0.069,-0.1516,0.1259,-0.5457,False
Batyr Bashy,1,2,-0.0694,-0.0694,0.0786,-0.5461,False
Heroes Fight,1,2,-0.0733,-0.0733,0.0734,-0.55,False
StudSport,1,2,-0.0735,-0.0735,0.0732,-0.5502,False
World Pankido Federation,2,4,-0.0737,-0.0358,0.3355,-0.5504,False
MMAPU,10,16,-0.0743,-0.0655,0.1802,-0.551,False
International Alliance of MMA,1,2,-0.0744,-0.0744,0.072,-0.5511,False
All Star Boxing,1,2,-0.0744,-0.0744,0.072,-0.5511,False
CDMMA,1,2,-0.0751,-0.0751,-0.0499,-0.5518,False
HFN,5,10,-0.0751,-0.0434,0.4424,-0.5518,False
FNP,2,4,-0.0754,-0.027,0.3383,-0.5521,False
Brusque Championship MMA,2,3,-0.0761,-0.1696,-0.0075,-0.5528,False
EOF,1,2,-0.0767,-0.0767,0.0688,-0.5534,False
TKOTC,1,2,-0.0767,-0.0767,0.0688,-0.5534,False
RXC,5,7,-0.077,-0.0186,0.7181,-0.5537,False
CCCW,2,4,-0.0773,-0.4787,0.0384,-0.554,False
AKFC,4,8,-0.0781,-0.2048,0.1751,-0.5548,False
Fight Academy,2,4,-0.0782,-0.1261,0.0549,-0.5549,False
MGL-1 Fighting Championship,3,4,-0.0785,-0.014,-0.014,-0.5552,False
OG2F,1,2,-0.0794,-0.0794,0.0652,-0.5561,False
MMAtaleo Slupsk,1,2,-0.0794,-0.0794,0.0652,-0.5561,False
SnA,4,7,-0.0816,-0.1307,0.1594,-0.5583,False
UFL,4,8,-0.0818,-0.0475,0.2822,-0.5585,False
Cage Rage,4,5,-0.084,0.0051,0.0051,-0.5607,False
SoCa Fights / Alliance MMA,3,6,-0.0841,-0.0379,0.2375,-0.5608,False
Circuito Figueredo de Lutas,1,2,-0.0846,-0.0846,0.158,-0.5613,False
TCF,9,10,-0.0847,0.2208,0.2496,-0.5614,False
Strife Tube,1,2,-0.0853,-0.0853,0.0573,-0.562,False
Killacam Promotions,2,3,-0.0871,-0.0871,0.197,-0.5638,False
MTK,1,2,-0.0871,-0.0871,0.055,-0.5638,False
Lockdown Fight Series,1,2,-0.0871,-0.0871,0.055,-0.5638,False
Florida Fight Foundation,4,7,-0.0883,-0.0043,0.1265,-0.565,False
Nerike MMA,1,2,-0.0888,-0.0888,0.0527,-0.5655,False
UXC,1,2,-0.0888,-0.0888,0.0526,-0.5655,False
GCF Challenge,17,25,-0.0902,-0.1879,0.3226,-0.5669,False
Arabian Combat Sports,3,5,-0.091,-0.1013,0.0363,-0.5677,False
Zhekpe Zhek,3,4,-0.0917,-0.0917,0.1892,-0.5684,False
Bayou,6,10,-0.0917,0.1085,0.3272,-0.5684,False
Kaue Rodrigues Fight Center,2,3,-0.0919,-0.0395,0.1012,-0.5686,False
CCFC,5,9,-0.0938,-0.0653,0.2376,-0.5705,False
PCFN,2,4,-0.0944,-0.1815,0.0776,-0.5711,False
Fight On MMA,2,3,-0.0949,-0.2128,0.3875,-0.5716,False
Honor Fight League,1,2,-0.0963,-0.0963,0.0427,-0.573,False
IMVT,2,2,-0.0964,-0.0964,0.3825,-0.5731,False
Mega Fight,1,2,-0.0968,-0.0968,0.1792,-0.5735,False
AWF,2,4,-0.0984,-0.1913,0.0637,-0.5751,False
Jackhammer Promotions,1,2,-0.0986,-0.0986,0.2018,-0.5753,False
Lutadores,2,4,-0.099,-0.1246,0.1777,-0.5757,False
Destroyer,2,4,-0.1016,-0.1654,0.1914,-0.5783,False
CombatX MMA Hungary,1,2,-0.1028,-0.1028,0.0339,-0.5795,False
Sarkozi MMA Team,1,2,-0.1028,-0.1028,0.0339,-0.5795,False
LNDG,1,2,-0.1034,-0.1034,0.0822,-0.5801,False
CombatX,2,4,-0.1035,-0.1028,0.2034,-0.5802,False
APM,3,5,-0.1041,0.0076,0.2146,-0.5808,False
Fury Fights,1,2,-0.1046,-0.1046,0.0315,-0.5813,False
Hype FC,3,5,-0.1046,-0.171,0.2414,-0.5813,False
Impact Promotions,4,7,-0.1051,-0.2819,0.2081,-0.5818,False
USACA,8,10,-0.1055,0.3591,0.7192,-0.5822,False
PAMMA,6,8,-0.1055,0.0264,0.2573,-0.5822,False
MMA Pit Bull Team,1,2,-0.1055,-0.1055,0.098,-0.5822,False
LeLeo Code MMA,3,6,-0.1056,-0.1392,0.1291,-0.5823,False
LMMA,3,6,-0.1057,-0.2306,0.085,-0.5824,False
Mega Fight 5.0,1,2,-0.1067,-0.1067,0.0286,-0.5834,False
FightersRep,1,2,-0.1071,-0.1071,0.0282,-0.5838,False
GFF,7,12,-0.1092,-0.3128,0.1105,-0.5859,False
PC,21,26,-0.1099,-0.0939,0.1952,-0.5866,False
WDFC,1,2,-0.1099,-0.1099,0.0244,-0.5866,False
SCF,2,4,-0.1116,-0.1423,0.1178,-0.5883,False
BSB Fight,3,6,-0.1117,-0.0435,0.2916,-0.5884,False
XG,1,2,-0.1118,-0.1118,0.0218,-0.5885,False
Capital Fights,1,2,-0.1118,-0.1118,0.0218,-0.5885,False
FK MMA,11,18,-0.1121,-0.2781,0.3159,-0.5888,False
Kombat League,1,2,-0.1121,-0.1121,-0.086,-0.5888,False
SFNA,1,2,-0.1128,-0.1128,0.0206,-0.5895,False
Rise Debut Fight Series,5,7,-0.1139,-0.3849,0.1441,-0.5906,False
SCS,2,3,-0.1143,-0.1859,-0.0488,-0.591,False
Knockout in the Cage,2,3,-0.1144,-0.0449,0.2678,-0.5911,False
PFA,6,9,-0.1144,-0.1832,-0.0335,-0.5911,False
Armored Wings,1,2,-0.1148,-0.1148,0.0179,-0.5915,False
A&A Fight Time Promotions,2,3,-0.1149,-0.1149,0.1503,-0.5916,False
Cascavel Fight Championship,2,3,-0.116,-0.116,0.1485,-0.5927,False
Fairtex Fight Promotion,3,5,-0.1162,-0.1948,0.0709,-0.5929,False
Fighters of Gold MMA,1,2,-0.1165,-0.1165,0.0155,-0.5932,False
Nomad MMA,4,8,-0.1166,0.0073,0.1203,-0.5933,False
FTJO,1,2,-0.1177,-0.1177,0.09,-0.5944,False
NBF,1,2,-0.118,-0.118,0.0135,-0.5947,False
Turku Fight,3,5,-0.118,-0.239,0.0547,-0.5947,False
MMMA,2,4,-0.1181,-0.2102,0.0314,-0.5948,False
Cagebound Fighting Championship,4,6,-0.1189,-0.1422,0.3417,-0.5956,False
Heroes of the Arena,3,4,-0.12,-0.083,-0.083,-0.5967,False
Combat Challenge Serbia,3,6,-0.1219,-0.306,-0.0396,-0.5986,False
LUMMAAP,6,8,-0.122,-0.1086,0.3961,-0.5987,False
FWR,2,4,-0.1222,0.1657,0.3594,-0.5989,False
Charge,4,7,-0.1228,-0.2431,0.097,-0.5995,False
Nokaut Fighting,8,10,-0.1233,-0.3336,0.1808,-0.6,False
Glory Fighting Championships,1,2,-0.1243,-0.1243,0.0051,-0.601,False
ABCF,6,8,-0.1244,-0.258,-0.1408,-0.6011,False
Fight Quest Show,1,2,-0.1255,-0.1255,0.0036,-0.6022,False
Combate,1,2,-0.1267,-0.1267,0.0019,-0.6034,False
Medulin Fight Night,1,2,-0.1273,-0.1273,0.0012,-0.604,False
TEF,1,2,-0.1277,-0.1277,-0.0902,-0.6044,False
CGP,2,4,-0.1282,-0.4297,0.0299,-0.6049,False
FLA,1,2,-0.1289,-0.1289,0.0828,-0.6056,False
Durham Fight Series,1,2,-0.1289,-0.1289,0.0828,-0.6056,False
Raged UK MMA,16,21,-0.1297,0.057,0.3318,-0.6064,False
FNL,10,13,-0.1301,-0.0028,0.1629,-0.6068,False
JMMAS,1,2,-0.1302,-0.1302,-0.0115,-0.6069,False
PFN,4,8,-0.1307,-0.1799,0.1803,-0.6074,False
RC,1,2,-0.1309,-0.1309,0.2636,-0.6076,False
Tula MMA Federation,1,2,-0.132,-0.132,0.0807,-0.6087,False
GB,1,2,-0.1326,-0.1326,-0.0059,-0.6093,False
Infinitus MMA,1,2,-0.1327,-0.1327,0.0803,-0.6094,False
SOW,3,6,-0.1338,0.1252,0.2745,-0.6105,False
Socam Fight,1,2,-0.1341,-0.1341,-0.0079,-0.6108,False
RPA,1,2,-0.1348,-0.1348,0.117,-0.6115,False
Bulldog Media,2,4,-0.1349,-0.3508,-0.0575,-0.6116,False
BB,4,8,-0.1349,-0.1938,0.2548,-0.6116,False
TFF,2,4,-0.1356,-0.1894,0.0491,-0.6123,False
MMAFS,3,6,-0.1362,-0.1834,0.2101,-0.6129,False
Lem Fight,2,4,-0.1368,-0.2184,0.1421,-0.6135,False
UFR,2,4,-0.1392,-0.1388,0.1556,-0.6159,False
FG5,1,2,-0.1396,-0.1396,0.0758,-0.6163,False
C.S FIGHT,1,2,-0.1402,-0.1402,0.117,-0.6169,False
TriState Cage Fights,3,4,-0.1408,-0.0557,0.2496,-0.6175,False
MMAA CZ,5,5,-0.1416,-0.2865,-0.1006,-0.6183,False
AA,2,4,-0.1416,-0.2087,0.1881,-0.6183,False
Fight1 Promotion,3,5,-0.1423,-0.0689,0.65,-0.619,False
COTC,8,12,-0.143,-0.2306,0.0874,-0.6197,False
HDH,15,16,-0.144,-0.1692,0.1706,-0.6207,False
Arena Fight Combat,1,2,-0.1443,-0.1443,-0.0215,-0.621,False
Imagine FC 3.0,1,2,-0.145,-0.145,-0.0225,-0.6217,False
EFC Africa,1,2,-0.145,-0.145,-0.0225,-0.6217,False
Unity Fight Series,3,6,-0.1455,-0.1233,0.3173,-0.6222,False
FCP,3,5,-0.1455,-0.1768,-0.0616,-0.6222,False
U of MMA,16,20,-0.1457,-0.206,-0.0463,-0.6224,False
Republica MMA,2,4,-0.146,-0.0489,0.2619,-0.6227,False
Fusion Fight League,23,27,-0.1465,-0.4136,0.144,-0.6232,False
FFA,2,4,-0.1468,-0.2266,-0.0315,-0.6235,False
First Coast Full Contact,1,2,-0.1469,-0.1469,-0.025,-0.6236,False
TKKM,3,5,-0.1472,-0.1443,0.1012,-0.6239,False
Deep & Pancrase,1,2,-0.1483,-0.1483,-0.0269,-0.625,False
Bakersfield Combat Promotions,1,2,-0.1486,-0.1486,-0.0273,-0.6253,False
XTC,2,4,-0.1489,-0.2614,-0.0452,-0.6256,False
ULLAMP,4,5,-0.1492,-0.4325,0.4787,-0.6259,False
CWC,10,15,-0.1497,-0.278,0.0887,-0.6264,False
TSE,1,2,-0.1497,-0.1497,-0.0287,-0.6264,False
Evolution Championship,14,17,-0.1504,-0.3595,0.1996,-0.6271,False
Reality,1,2,-0.1506,-0.1506,0.0686,-0.6273,False
PEF,1,2,-0.1518,-0.1518,-0.0316,-0.6285,False
Octagon Fight,1,2,-0.1518,-0.1518,-0.0316,-0.6285,False
Hype,5,8,-0.1521,-0.2526,-0.1302,-0.6288,False
Georgian Fighting Championship,2,4,-0.1524,-0.3992,-0.0082,-0.6291,False
Champion of the Ring,9,10,-0.153,0.0116,0.0116,-0.6297,False
KOTR,3,4,-0.1532,-0.0574,0.0064,-0.6299,False
LOW,2,4,-0.1564,0.0884,0.243,-0.6331,False
Savage,3,4,-0.1565,-0.1565,0.0807,-0.6332,False
BVC,1,2,-0.1572,-0.1572,-0.0387,-0.6339,False
WPCF,1,2,-0.1593,-0.1593,-0.0416,-0.636,False
The Cage Vol.,8,12,-0.16,-0.264,-0.1064,-0.6367,False
LMMAI,2,4,-0.1602,-0.1174,0.0882,-0.6369,False
ShoFight,1,2,-0.1605,-0.1605,-0.1018,-0.6372,False
Elite MMA,1,2,-0.1608,-0.1608,0.0615,-0.6375,False
Dominance FC,1,2,-0.161,-0.161,-0.0439,-0.6377,False
Gorilla Fight Club,1,2,-0.161,-0.161,-0.0439,-0.6377,False
Omaha Fight Club,1,2,-0.1612,-0.1612,0.0618,-0.6379,False
Smesh MMA,2,4,-0.1617,-0.0505,0.2845,-0.6384,False
FCDH,3,5,-0.1621,-0.4185,0.3648,-0.6388,False
209,5,7,-0.1624,-0.2986,0.1996,-0.6391,False
Reality Combat,1,2,-0.1625,-0.1625,0.0595,-0.6392,False
Azerbaijan MMA Federation,3,4,-0.1629,-0.1629,0.0702,-0.6396,False
DMMA,2,4,-0.1634,-0.2651,-0.0565,-0.6401,False
Titan Channel,1,2,-0.1638,-0.1638,0.3969,-0.6405,False
Revolution MMA,1,2,-0.1654,-0.1654,-0.0695,-0.6421,False
PDC MMA,1,2,-0.1654,-0.1654,-0.0695,-0.6421,False
Hero FC,1,2,-0.1655,-0.1655,-0.0646,-0.6422,False
VNF,3,4,-0.1669,-0.1443,0.1012,-0.6436,False
AFL Elite,1,2,-0.1682,-0.1682,0.0573,-0.6449,False
Legia Fight Club,1,2,-0.1683,-0.1683,0.0572,-0.645,False
ROTR,19,25,-0.1714,-0.278,0.2624,-0.6481,False
Danger,1,2,-0.1714,-0.1714,0.0482,-0.6481,False
Cage Fighting Slovakia,1,2,-0.1749,-0.1749,-0.0624,-0.6516,False
NOTG,19,21,-0.1756,-0.289,0.0064,-0.6523,False
The Battle Championship,7,12,-0.1762,-0.1061,0.2565,-0.6529,False
MMA Big Show,1,2,-0.1768,-0.1768,-0.0649,-0.6535,False
Mad Fighting Championship,2,4,-0.177,-0.1811,0.0414,-0.6537,False
Predator Fight Club,1,2,-0.1777,-0.1777,-0.0662,-0.6544,False
RFC Colombia,1,2,-0.1777,-0.1777,-0.0662,-0.6544,False
Colombia MMA,1,2,-0.1777,-0.1777,-0.0662,-0.6544,False
Brutal Team,1,2,-0.1777,-0.1777,-0.0662,-0.6544,False
Empire Sports Marketing,1,2,-0.1777,-0.1777,-0.0662,-0.6544,False
UGP,2,3,-0.1777,-0.1777,0.0453,-0.6544,False
Nilo Fight,1,2,-0.1778,-0.1778,-0.0663,-0.6545,False
LIF,3,5,-0.1778,-0.0951,0.1835,-0.6545,False
TeutoFight,3,3,-0.1779,-0.0186,-0.0186,-0.6546,False
UAF,1,2,-0.1788,-0.1788,0.0513,-0.6555,False
Nomads Absolute Challenge,1,2,-0.1789,-0.1789,-0.0678,-0.6556,False
Global FC,2,3,-0.1789,-0.1789,0.0433,-0.6556,False
SS,3,4,-0.1801,-0.1832,-0.1832,-0.6568,False
K.O.,1,2,-0.1807,-0.1807,0.0491,-0.6574,False
Fightstar Promotions,1,2,-0.1807,-0.1807,0.0491,-0.6574,False
Battle,3,6,-0.1808,-0.2784,-0.0429,-0.6575,False
EMFNL,1,2,-0.1813,-0.1813,-0.1728,-0.658,False
Runda,3,5,-0.1821,-0.1795,0.2099,-0.6588,False
Ostdeutschland Kampft,1,2,-0.1828,-0.1828,0.245,-0.6595,False
SEC,3,6,-0.1873,-0.2022,0.1883,-0.664,False
Fight Club Den Haag,6,11,-0.1878,-0.0312,0.2405,-0.6645,False
PMMAC,4,6,-0.1882,-0.159,-0.1105,-0.6649,False
Latvian MMA Association,2,4,-0.1891,-0.3658,-0.1228,-0.6658,False
Esquilo Brothers,1,2,-0.1915,-0.1915,0.1826,-0.6682,False
Fuji Fight,1,2,-0.1921,-0.1921,-0.0108,-0.6688,False
DG,2,4,-0.1927,-0.2461,-0.0893,-0.6694,False
TWNC,2,4,-0.1947,-0.0384,0.232,-0.6714,False
MBC,5,8,-0.1951,-0.0155,0.1296,-0.6718,False
Dominate FC,1,2,-0.1964,-0.1964,-0.1898,-0.6731,False
Gladiadores,1,2,-0.1979,-0.1979,0.038,-0.6746,False
COTR,3,4,-0.198,-0.198,0.0116,-0.6747,False
Xtreme Promotions,1,2,-0.2011,-0.2011,0.0359,-0.6778,False
Battleground Amateur Combative Association,1,2,-0.2011,-0.2011,0.0359,-0.6778,False
Capone's Productions,1,2,-0.2022,-0.2022,-0.0988,-0.6789,False
AOS2,3,6,-0.2024,-0.0772,0.2905,-0.6791,False
PVF,1,2,-0.2026,-0.2026,-0.0994,-0.6793,False
GWC,1,2,-0.2031,-0.2031,-0.1,-0.6798,False
Sika Fighting Club,1,2,-0.2031,-0.2031,-0.1,-0.6798,False
GOTA,2,3,-0.2042,-0.1906,0.0977,-0.6809,False
CFH,1,2,-0.2057,-0.2057,-0.0974,-0.6824,False
WUFC,4,7,-0.2072,-0.2505,0.208,-0.6839,False
Southern Combat Sports,1,2,-0.2075,-0.2075,-0.1059,-0.6842,False
Benin,8,11,-0.2098,-0.1924,0.013,-0.6865,False
City Innovative Technologies / Sech Pro,1,2,-0.21,-0.21,-0.2024,-0.6867,False
Olimp Extreme Fight,2,4,-0.2102,-0.5012,-0.173,-0.6869,False
IFF,1,2,-0.2105,-0.2105,0.1375,-0.6872,False
Primus MMA,3,4,-0.2121,-0.1692,-0.1692,-0.6888,False
WFT,1,2,-0.2127,-0.2127,-0.1728,-0.6894,False
Brutality MMA,1,2,-0.2128,-0.2128,0.0284,-0.6895,False
EFL,7,12,-0.2132,0.0176,0.4246,-0.6899,False
Primal Fighting Championship,1,2,-0.2133,-0.2133,-0.1137,-0.69,False
Road to One,2,3,-0.2133,-0.2133,-0.014,-0.69,False
IFN,1,2,-0.2141,-0.2141,-0.1148,-0.6908,False
Top Fighting Zone,1,2,-0.2141,-0.2141,-0.1148,-0.6908,False
WSOR,1,2,-0.2156,-0.2156,-0.1166,-0.6923,False
AXF,1,2,-0.2182,-0.2182,0.0249,-0.6949,False
FLC,1,2,-0.2182,-0.2182,0.0249,-0.6949,False
MMA Brutus,3,5,-0.2194,-0.0341,0.2436,-0.6961,False
KTK,1,2,-0.2198,-0.2198,0.0239,-0.6965,False
Stateline Warriors,1,2,-0.2198,-0.2198,0.0239,-0.6965,False
C3,1,2,-0.2198,-0.2198,0.0239,-0.6965,False
MMAX,5,9,-0.2214,-0.2519,0.1414,-0.6981,False
Forja dos Campeoes,1,2,-0.2221,-0.2221,0.347,-0.6988,False
UOP,1,2,-0.2222,-0.2222,-0.1255,-0.6989,False
